comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Ciriè,001086,45.235277,7.600308,Torino,TO,Piemonte,1,10073,83000390019,protocollo.cirie@cert.ruparpiemonte.it,protocollo@comune.cirie.to.it,http://cirie.net,https://it.wikipedia.org/wiki/Ciriè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001086.jpg
Claviere,001087,44.938799,6.750294,Torino,TO,Piemonte,1,10050,1651230011,comuneclaviere@legalmail.it,info@comune.claviere.to.it,http://comune.claviere.to.it,https://it.wikipedia.org/wiki/Claviere,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001087.jpg
Coassolo Torinese,001088,45.297583,7.460458,Torino,TO,Piemonte,1,10070,1350940019,ragioneria.comune.coassolo@documentipec.com,ufficiopersonale@comune.coassolo.to.it,http://comune.coassolo.to.it,https://it.wikipedia.org/wiki/Coassolo_Torinese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001088.jpg
Coazze,001089,45.052194,7.297902,Torino,TO,Piemonte,1,10050,86003010013,protocollo@pec.comune.coazze.to.it,segreteriacomunale@comune.coazze.to.it,http://comune.coazze.to.it,https://it.wikipedia.org/wiki/Coazze,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001089.jpg
Collegno,001090,45.077547,7.572426,Torino,TO,Piemonte,1,10093,524380011,posta@cert.comune.collegno.to.it,,http://comune.collegno.gov.it,https://it.wikipedia.org/wiki/Collegno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001090.jpg
Colleretto Castelnuovo,001091,45.422356,7.679815,Torino,TO,Piemonte,1,10080,83501930016,colleretto.castelnuovo@cert.ruparpiemonte.it,info@comune.collerettocastelnuovo.to.it,http://comune.collerettocastelnuovo.to.it,https://it.wikipedia.org/wiki/Colleretto_Castelnuovo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001091.jpg
Colleretto Giacosa,001092,45.431887,7.799591,Torino,TO,Piemonte,1,10010,1844710010,colleretto.giacosa@cert.ruparpiemonte.it,colleretto.giacosa@canavese.to.it,http://comune.collerettogiacosa.to.it/,https://it.wikipedia.org/wiki/Colleretto_Giacosa,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001092.jpg
Condove,001093,45.117419,7.309455,Torino,TO,Piemonte,1,10055,1468460017,comune.condove.to@legalmail.it,protocollo@comune.condove.to.it,http://comune.condove.to.it,https://it.wikipedia.org/wiki/Condove,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001093.jpg
Corio,001094,45.313499,7.532087,Torino,TO,Piemonte,1,10070,83002510010,info@pec.comune.corio.to.it,info@comune.corio.to.it,http://comune.corio.to.it,https://it.wikipedia.org/wiki/Corio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001094.jpg
Cossano Canavese,001095,45.387758,7.991523,Torino,TO,Piemonte,1,10010,84001030018,protocollo.cossano.canavese@cert.ruparpiemonte.it,info@comune.cossano.to.it,http://comune.cossano.to.it,https://it.wikipedia.org/wiki/Cossano_Canavese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001095.jpg
Cuceglio,001096,45.359435,7.815187,Torino,TO,Piemonte,1,10090,2143010011,cuceglio@cert.ruparpiemonte.it,,http://comune.cuceglio.to.it,https://it.wikipedia.org/wiki/Cuceglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001096.jpg
Cumiana,001097,44.979742,7.376717,Torino,TO,Piemonte,1,10040,85003070019,comune.cumiana.to@legalmail.it,,http://comune.cumiana.to.it,https://it.wikipedia.org/wiki/Cumiana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001097.jpg
Cuorgnè,001098,45.38972,7.649817,Torino,TO,Piemonte,1,10082,83501110015,comune.cuorgne.to.it@pec.it,staff@comune.cuorgne.to.it,http://comune.cuorgne.to.it,https://it.wikipedia.org/wiki/Cuorgnè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001098.jpg
Druento,001099,45.134748,7.576618,Torino,TO,Piemonte,1,10040,1511410019,comune.druento.to@legalmail.it,,http://comune.druento.to.it,https://it.wikipedia.org/wiki/Druento,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001099.jpg
Exilles,001100,45.097383,6.929065,Torino,TO,Piemonte,1,10050,4223300015,comune.exilles@legalmail.it,,http://comune.exilles.to.it,https://it.wikipedia.org/wiki/Exilles,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001100.jpg
Favria,001101,45.331154,7.690617,Torino,TO,Piemonte,1,10083,85500610010,segreteria.favria@pec.it,protocollo@comune.favria.to.it,http://comune.favria.to.it,https://it.wikipedia.org/wiki/Favria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001101.jpg
Feletto,001102,45.303853,7.744719,Torino,TO,Piemonte,1,10080,85501270012,protocollo.feletto@pec.it,info@comune.feletto.to.it,http://comune.feletto.to.it/,https://it.wikipedia.org/wiki/Feletto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001102.jpg
Fenestrelle,001103,45.036095,7.049562,Torino,TO,Piemonte,1,10060,85003090017,fenestrelle@postemailcertificata.it,comune.fenestrelle@perosa.it,http://comune.fenestrelle.to.it,https://it.wikipedia.org/wiki/Fenestrelle,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001103.jpg
Fiano,001104,45.216871,7.522685,Torino,TO,Piemonte,1,10070,83000770012,fiano@postemailcertificata.it,segreteria@comune.fiano.to.it,http://comune.fiano.to.it,https://it.wikipedia.org/wiki/Fiano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001104.jpg
Fiorano Canavese,001105,45.467758,7.833718,Torino,TO,Piemonte,1,10010,1763890017,fiorano.canavese@cert.ruparpiemonte.it,,http://comune.fioranocanavese.to.it,https://it.wikipedia.org/wiki/Fiorano_Canavese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001105.jpg
Foglizzo,001106,45.271272,7.822265,Torino,TO,Piemonte,1,10090,82501510018,foglizzo@cert.ruparpiemonte.it,sindaco@comune.foglizzo.to.it,http://comune.foglizzo.to.it,https://it.wikipedia.org/wiki/Foglizzo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001106.jpg
Forno Canavese,001107,45.345353,7.591015,Torino,TO,Piemonte,1,10084,85501190012,fornocanavese@postemailcertificata.it,,http://comune.fornocanavese.to.it,https://it.wikipedia.org/wiki/Forno_Canavese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001107.jpg
Frassinetto,001108,45.437142,7.606743,Torino,TO,Piemonte,1,10080,83502660018,comune.frassinetto@pec.it,info@comune.frassinetto.to.it,http://comune.frassinetto.to.it,https://it.wikipedia.org/wiki/Frassinetto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001108.jpg
Front,001109,45.280852,7.663618,Torino,TO,Piemonte,1,10070,83002610018,comune.front@pec.it,front@comune.front.to.it,http://comune.front.to.it,https://it.wikipedia.org/wiki/Front,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001109.jpg
Frossasco,001110,44.932944,7.350218,Torino,TO,Piemonte,1,10060,85003110013,comune.frossasco.to@legalmail.it,comune.frossasco@comunefrossasco.it,http://comune.frossasco.to.it,https://it.wikipedia.org/wiki/Frossasco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001110.jpg
Garzigliana,001111,44.837239,7.37442,Torino,TO,Piemonte,1,10060,85003130011,garzigliana@cert.ruparpiemonte.it,protocollo@comune.garzigliana.to.it,http://comune.garzigliana.to.it,https://it.wikipedia.org/wiki/Garzigliana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001111.png
Gassino Torinese,001112,45.13165,7.827624,Torino,TO,Piemonte,1,10090,82500830011,gassino@cert.ruparpiemonte.it,protocollo@comune.gassino.to.it,http://gassino.gov.it,https://it.wikipedia.org/wiki/Gassino_Torinese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001112.png
Germagnano,001113,45.263872,7.469483,Torino,TO,Piemonte,1,10070,83000910014,segreteria.protocollo@pcert.postecert.it,segreteria@municipiodigermagnano.it,http://comune.germagnano.to.it,https://it.wikipedia.org/wiki/Germagnano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001113.png
Giaglione,001114,45.140239,7.014756,Torino,TO,Piemonte,1,10050,86501150014,comune.giaglione@actaliscertymail.it,info@comune.giaglione.to.it,http://comune.giaglione.to.it,https://it.wikipedia.org/wiki/Giaglione,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001114.png
Giaveno,001115,45.042005,7.351994,Torino,TO,Piemonte,1,10094,86003330015,protocollo@cert.comune.giaveno.to.it,protocollo@giaveno.it,http://comune.giaveno.to.it,https://it.wikipedia.org/wiki/Giaveno,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001115.png
Givoletto,001116,45.162248,7.496416,Torino,TO,Piemonte,1,10040,1651250019,segreteria@pec.comune.givoletto.to.it,segreteria@comune.givoletto.to.it,http://comune.givoletto.to.it,https://it.wikipedia.org/wiki/Givoletto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001116.png
Gravere,001117,45.125342,7.017507,Torino,TO,Piemonte,1,10050,86501210016,gravere@cert.ruparpiemonte.it,info@comune.gravere.to.it,http://comune.gravere.to.it,https://it.wikipedia.org/wiki/Gravere,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001117.png
Groscavallo,001118,45.369225,7.233967,Torino,TO,Piemonte,1,10070,83000970018,info@pec.comune.groscavallo.to.it,info@comune.groscavallo.to.it,http://comune.groscavallo.to.it,https://it.wikipedia.org/wiki/Groscavallo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001118.png
Grosso,001119,45.257502,7.557907,Torino,TO,Piemonte,1,10070,1545330019,grosso@pcert.it,tributi@comune.grosso.to.it,http://comune.grosso.to.it,https://it.wikipedia.org/wiki/Grosso,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001119.png
Grugliasco,001120,45.068046,7.57762,Torino,TO,Piemonte,1,10095,1472860012,grugliasco@cert.ruparpiemonte.it,protocollo@comune.grugliasco.to.it,http://comune.grugliasco.to.it,https://it.wikipedia.org/wiki/Grugliasco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001120.png
Ingria,001121,45.466468,7.570917,Torino,TO,Piemonte,1,10080,1840350019,protocollo@pec.comune.ingria.to.it,info@comune.ingria.to.it,http://comune.ingria.to.it,https://it.wikipedia.org/wiki/Ingria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001121.png
Inverso Pinasca,001122,44.94564,7.218414,Torino,TO,Piemonte,1,10060,85003150019,comune.inverso@legalmail.it,comune.inverso@alpimedia.it,http://comune.inversopinasca.to.it,https://it.wikipedia.org/wiki/Inverso_Pinasca,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001122.png
Isolabella,001123,44.906727,7.910151,Torino,TO,Piemonte,1,10046,84502050010,isolabella@cert.ruparpiemonte.it,posta@comune.isolabella.to.it,http://comune.isolabella.to.it,https://it.wikipedia.org/wiki/Isolabella,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001123.png
Issiglio,001124,45.446934,7.752122,Torino,TO,Piemonte,1,10080,2013410010,comune.issiglio@postecert.it,comune.issiglio@libero.it,http://comune.issiglio.to.it,https://it.wikipedia.org/wiki/Issiglio,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001124.jpg
Ivrea,001125,45.467379,7.874797,Torino,TO,Piemonte,1,10015,519320014,protocollo@pec.comune.ivrea.to.it,,http://comune.ivrea.to.it,https://it.wikipedia.org/wiki/Ivrea,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001125.png
La Cassa,001126,45.180348,7.516316,Torino,TO,Piemonte,1,10040,1560470013,la.cassa@cert.ruparpiemonte.it,,http://comune.la-cassa.to.it,https://it.wikipedia.org/wiki/La_Cassa,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001126.png
La Loggia,001127,44.957744,7.667324,Torino,TO,Piemonte,1,10040,84500810019,protocollo.laloggia@legalmail.it,,http://comune.laloggia.to.it,https://it.wikipedia.org/wiki/La_Loggia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001127.png
Lanzo Torinese,001128,45.27335,7.477411,Torino,TO,Piemonte,1,10074,83002670012,comune.lanzotorinese@legalmail.it,,http://comune.lanzotorinese.to.it,https://it.wikipedia.org/wiki/Lanzo_Torinese,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001128.png
Lauriano,001129,45.158252,7.991627,Torino,TO,Piemonte,1,10020,82500430010,lauriano@cert.ruparpiemonte.it,info@comune.lauriano.to.it,http://comune.lauriano.to.it,https://it.wikipedia.org/wiki/Lauriano,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001129.jpg
Leini,001130,45.184582,7.713271,Torino,TO,Piemonte,1,10040,1777400019,comune.leini.to@cert.legalmail.it,protocollo@comune.leini.to.it,http://comune.leini.to.it,https://it.wikipedia.org/wiki/Leini,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001130.png
Lemie,001131,45.228199,7.292044,Torino,TO,Piemonte,1,10070,83001270012,lemie@pcert.it,info@comune.lemie.to.it,http://comune.lemie.to.it,https://it.wikipedia.org/wiki/Lemie,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001131.png
Lessolo,001132,45.478258,7.814717,Torino,TO,Piemonte,1,10010,84002870016,comune.lessolo.to@cert.legalmail.it,sindaco@comune.lessolo.to.it,http://comune.lessolo.to.it,https://it.wikipedia.org/wiki/Lessolo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001132.png
Levone,001133,45.318202,7.606187,Torino,TO,Piemonte,1,10070,85500790010,levone@cert.ruparpiemonte.it,,http://comune.levone.to.it,https://it.wikipedia.org/wiki/Levone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001133.png
Locana,001134,45.417654,7.458814,Torino,TO,Piemonte,1,10080,1394550014,locana@actaliscertymail.it,locana@ruparpiemonte.it,http://comune.locana.to.it/,https://it.wikipedia.org/wiki/Locana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001134.png
Lombardore,001135,45.235452,7.74032,Torino,TO,Piemonte,1,10040,85501510011,amministrativo.lombardore@pec.it,segreteria@comune.lombardore.to.it,http://comune.lombardore.to.it,https://it.wikipedia.org/wiki/Lombardore,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001135.png
Lombriasco,001136,44.840941,7.635925,Torino,TO,Piemonte,1,10040,85003170017,protocollo@pec.comune.lombriasco.to.it,info@comune.lombriasco.to.it,http://comune.lombriasco.to.it,https://it.wikipedia.org/wiki/Lombriasco,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001136.png
Loranzè,001137,45.441657,7.812718,Torino,TO,Piemonte,1,10010,1895450011,tributi.loranze@anutel.it,loranze@reteunitaria.piemonte.it,http://comuneloranze.to.it,https://it.wikipedia.org/wiki/Loranzè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001137.gif
Luserna San Giovanni,001139,44.815437,7.251318,Torino,TO,Piemonte,1,10062,1466170014,protocollo@pec.comune.luserna.to.it,areaamministrativa@comune.luserna.to.it,http://comune.luserna.to.it,https://it.wikipedia.org/wiki/Luserna_San_Giovanni,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001139.jpg
Lusernetta,001140,44.803137,7.246718,Torino,TO,Piemonte,1,10060,2054360017,comune.lusernetta.to@legalmail.it,anagrafe@lusernetta.gov.it,http://lusernetta.gov.it,https://it.wikipedia.org/wiki/Lusernetta,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001140.jpg
Lusigliè,001141,45.318401,7.766652,Torino,TO,Piemonte,1,10080,83502320019,lusiglie@cert.ruparpiemonte.it,lusiglie@ruparpiemonte.it,http://comune.lusiglie.to.it,https://it.wikipedia.org/wiki/Lusigliè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001141.jpg
Macello,001142,44.851139,7.39802,Torino,TO,Piemonte,1,10060,85009840019,protocollo@pec.comune.macello.to.it,demografici@comune.macello.to.it,http://comune.macello.to.it,https://it.wikipedia.org/wiki/Macello,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001142.jpg
Maglione,001143,45.346657,8.013324,Torino,TO,Piemonte,1,10030,1956170011,protocollo.maglione@cert.ruparpiemonte.it,info@comune.maglione.to.it,http://comune.maglione.to.it,https://it.wikipedia.org/wiki/Maglione,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001143.jpg
Marentino,001144,45.058032,7.874623,Torino,TO,Piemonte,1,10020,90003870012,comune.marentino@legalmail.it,info@comune.marentino.to.it,http://comune.marentino.to.it,https://it.wikipedia.org/wiki/Marentino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001144.png
Massello,001145,44.967557,7.026199,Torino,TO,Piemonte,1,10060,85000150012,massello@cert.ruparpiemonte.it,comunemassello@alpimedia.it,http://comunemassello.to.it,https://it.wikipedia.org/wiki/Massello,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001145.png
Mathi,001146,45.255172,7.541984,Torino,TO,Piemonte,1,10075,1568600017,protocollo@pec.comune.mathi.to.it,,http://comune.mathi.to.it/,https://it.wikipedia.org/wiki/Mathi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001146.png
Mattie,001147,45.118143,7.115109,Torino,TO,Piemonte,1,10050,2057820017,comune.mattie@actaliscertymail.it,tributi@comune.mattie.to.it,http://comune.mattie.to.it,https://it.wikipedia.org/wiki/Mattie,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001147.png
Mazzè,001148,45.300255,7.932723,Torino,TO,Piemonte,1,10035,1798300016,comune.mazze@postecert.it,,http://comune.mazze.to.it,https://it.wikipedia.org/wiki/Mazzè,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/001148.png
