pro_com_t,pec
004171,ragioneria.polonghera@pec.it
004172,pontechianale@cert.ruparpiemonte.it
004173,pradleves@cert.ruparpiemonte.it
004174,prazzo@postemailcertificata.it
004175,priero@cert.ruparpiemonte.it
004176,priocca@cert.ruparpiemonte.it
004177,priola@cert.ruparpiemonte.it
004178,prunetto@cert.ruparpiemonte.it
004179,comune.racconigi@cert.ruparpiemonte.it
004180,comune.revello@pec.it
004181,rifreddo@cert.ruparpiemonte.it
004182,rittana@cert.legalmail.it
004183,comune.roaschia.cn@cert.legalmail.it
004184,roascio@cert.ruparpiemonte.it
004185,comune.robilante@cert.legalmail.it
004186,protocollo@pec.comune.roburent.cn.it
004187,roccabruna@postemailcertificata.it
004188,rocca.ciglie@cert.ruparpiemonte.it
004189,rocca.de.baldi@cert.ruparpiemonte.it
004190,roccaforte.mondovi@cert.ruparpiemonte.it
004191,roccasparvera@cert.ruparpiemonte.it
004192,comune.roccavione.cn@legalmail.it
004193,comune.rocchettabelbo.cn@cert.legalmail.it
004194,comunediroddi@professionalpec.it
004195,roddino@pec.langabarolo.it
004196,rodello@legalmail.it
004197,rossana@cert.ruparpiemonte.it
004198,ruffia@postemailcertificata.it
004199,sale.delle.langhe@cert.ruparpiemonte.it
004200,sale.san.giovanni@cert.ruparpiemonte.it
004201,saliceto@cert.ruparpiemonte.it
004202,salmour@cert.ruparpiemonte.it
004203,protocollo@pec.comune.saluzzo.cn.it
004204,sambuco@cert.ruparpiemonte.it
004205,sampeyre@cert.ruparpiemonte.it
004206,comune.sanbenedettobelbo.cn@cert.legalmail.it
004207,segretario.san.damiano.macra@cert.ruparpiemonte.it
004208,sanfre@cert.ruparpiemonte.it
004209,sanfront@cert.ruparpiemonte.it
004210,info@pec.comunesanmichelemondovi.it
004211,santalbano.stura@cert.ruparpiemonte.it
004212,comune.santavittoriadalba@legalmail.it
004213,comune@pec.santostefanobelbo.it
004214,santo.stefano.roero@cert.ruparpiemonte.it
004215,comune.savigliano@legalmail.it
004216,scagnello@cert.ruparpiemonte.it
004217,scarnafigi@pec.comune.scarnafigi.cn.it
004218,serralungadalba@pec.langabarolo.it
004219,serravalle.langhe@cert.ruparpiemonte.it
004220,sinio@pec.langabarolo.it
004221,somano@cert.ruparpiemonte.it
004222,lavoripubblici@pec.sommarivabosco.it
004223,comunesommarivapcert@pec.it
004224,stroppo@cert.ruparpiemonte.it
004225,comunetarantasca@eticert.it
004226,torre.bormida@cert.ruparpiemonte.it
004227,comune.torremondovi.cn@legalmail.it
004228,comune.torresangiorgio.cn@legalmail.it
004229,comune.torresina.cn@legalmail.it
004230,pec@pec.comune.treiso.cn.it
004231,trezzo.tinella@cert.ruparpiemonte.it
004232,trinita@cert.ruparpiemonte.it
004233,comune.valdieri@legalmail.it
004234,valgrana@postemailcertificata.it
004235,valloriate@cert.legalmail.it
004237,venasca@cert.ruparpiemonte.it
004238,verduno@pec.langabarolo.it
004239,comune.vernante.cn@cert.legalmail.it
004240,verzuolo@cert.ruparpiemonte.it
004241,vezza.dalba@cert.ruparpiemonte.it
004242,vicoforte@cert.ruparpiemonte.it
004243,comune.vignolo.cn@legalmail.it
004244,info@pec.comune.villafalletto.cn.it
004245,villanova.mondovi@cert.ruparpiemonte.it
004246,villanova.solaro@cert.ruparpiemonte.it
004247,villarsancostanzo@cert.ruparpiemonte.it
004248,vinadio@cert.ruparpiemonte.it
004249,comune.viola.cn@legalmail.it
004250,vottignasco@postemailcertificata.it
005001,comune.aglianoterme.at@cert.legalmail.it
005002,albugnano@cert.ruparpiemonte.it
005003,antignano@cert.ruparpiemonte.it
005004,aramengo@cert.ruparpiemonte.it
005005,protocollo.comuneasti@pec.it
005006,comune.azzano.at@cert.legalmail.it
005007,baldichieri.dasti@cert.ruparpiemonte.it
005008,comune.belveglio.at@cert.legalmail.it
005009,berzano.di.san.pietro@cert.ruparpiemonte.it
005010,bruno@cert.ruparpiemonte.it
005011,bubbio@pec.comune.bubbio.at.it
005012,buttigliera.dasti@cert.ruparpiemonte.it
005013,calamandrana@cert.ruparpiemonte.it
005014,comune.calliano.at@cert.legalmail.it
005015,comune.calosso@pec.it
005016,camerano.casasco@cert.ruparpiemonte.it
005017,comune.canelli@pec.it
005018,comunecantarana@pec.it
005019,capriglio@cert.ruparpiemonte.it
005020,casorzo@cert.ruparpiemonte.it
005021,cassinasco@cert.ruparpiemonte.it
005022,comune.castagnoledellelanze@professionalpec.it
005023,ragioneria.castagnolemonferrato@pec.it
005024,protocollo.castel.boglione@cert.ruparpiemonte.it
005025,castellalfero@cert.ruparpiemonte.it
005026,castellero@cert.ruparpiemonte.it
005027,castelletto.molina@cert.ruparpiemonte.it
005028,castello.di.annone@cert.ruparpiemonte.it
005029,castelnuovobelbo@professionalpec.it
005030,castelnuovo.calcea@cert.ruparpiemonte.it
005031,protocollo.castelnuovo.don.bosco@cert.ruparpiemonte.it
005032,castel.rocchero@cert.ruparpiemonte.it
005033,cellarengo@cert.ruparpiemonte.it
005034,celle.enomondo@cert.ruparpiemonte.it
005035,protocollo.cerreto.dasti@cert.ruparpiemonte.it
005036,protocollo.cerro.tanaro@cert.ruparpiemonte.it
005037,comune.cessole.at@legalmail.it
005038,comune.chiusano.dasti.at@legalmail.it
005039,cinaglio@cert.ruparpiemonte.it
005040,comune.cisterna.at@legalmail.it
005041,protocollo@pec.comune.coazzolo.at.it
005042,comune.cocconato.at@cert.legalmail.it
005044,comune_corsione@pec.it
005045,protocollo.cortandone@cert.ruparpiemonte.it
005046,comune.cortanze.at@legalmail.it
005047,comune.cortazzone@pec.it
005048,protocollo.cortiglione@cert.ruparpiemonte.it
005049,comune_cossombrato@pec.it
005050,comunedicostiglioledasti@postecert.it
005051,comune.cunico.at@cert.legalmail.it
005052,dusino.san.michele@cert.ruparpiemonte.it
005053,amministrazione.ferrere@pec.it
005054,fontanile@cert.ruparpiemonte.it
005055,frinco@pec.comune.frinco.at.it
005056,comunedigrana@registerpec.it
005057,grazzano.badoglio@cert.ruparpiemonte.it
005058,incisa.scapaccino@cert.ruparpiemonte.it
005059,comune.isoladasti.at@cert.legalmail.it
005060,loazzolo@cert.ruparpiemonte.it
005061,comune.maranzana.at@legalmail.it
005062,maretto@cert.ruparpiemonte.it
005063,comunedimoasca@pec.it
005064,mombaldone@cert.ruparpiemonte.it
005065,mombaruzzo@cert.ruparpiemonte.it
005066,comune.mombercelli.at@cert.legalmail.it
005067,monale@cert.ruparpiemonte.it
005068,monastero.bormida@cert.ruparpiemonte.it
005069,protocollo.moncalvo@pec.it
005070,comune.moncuccotorinese.at@legalmail.it
005071,comune.mongardino.at@cert.legalmail.it
005072,montabone@cert.ruparpiemonte.it
005073,montafia@cert.ruparpiemonte.it
005074,comune.montaldoscarampi.at@legalmail.it
005075,comune.montechiarodasti.at@legalmail.it
005076,protocollo.montegrosso.dasti@cert.ruparpiemonte.it
005077,comune.montemagno@pec.it
005079,protocollo.moransengo@cert.ruparpiemonte.it
005080,nizza.monferrato@cert.ruparpiemonte.it
005081,olmo.gentile@cert.ruparpiemonte.it
005082,passerano.marmorito@cert.ruparpiemonte.it
005083,uffici@pec.comune.penango.at.it
005084,piea@cert.ruparpiemonte.it
005085,pino.dasti@cert.ruparpiemonte.it
005086,comune.piovamassaia.at@cert.legalmail.it
005087,protocollo.portacomaro@cert.ruparpiemonte.it
005088,protocollo.quaranti@cert.ruparpiemonte.it
005089,refrancore@cert.ruparpiemonte.it
005090,revigliasco.dasti@cert.ruparpiemonte.it
005091,roatto@cert.ruparpiemonte.it
005092,robella@cert.legalmail.it
005093,comune.roccadarazzo.at@cert.legalmail.it
005094,roccaverano@cert.ruparpiemonte.it
005095,rocchetta.palafea@cert.ruparpiemonte.it
005096,info@pec.comune.rocchettatanaro.at.it
005097,san.damiano.dasti@cert.ruparpiemonte.it
005098,san.giorgio.scarampi@cert.ruparpiemonte.it
005099,san.martino.alfieri@cert.ruparpiemonte.it
005100,comune.sanmarzanooliveto.at@legalmail.it
005101,sanpaolosolbrito@postemailcertificata.it
005103,scurzolengo@cert.ruparpiemonte.it
005104,serole@cert.ruparpiemonte.it
005105,sessame@pec.comune.sessame.at.it
005106,comune.settime.at@legalmail.it
005107,comune.soglio.at@legalmail.it
005108,tigliole@cert.ruparpiemonte.it
005109,tonco@cert.ruparpiemonte.it
005110,comune.tonengo@cert.legalmail.it
005111,comune.vaglioserra.at@cert.legalmail.it
005112,valfenera@cert.ruparpiemonte.it
005113,vesime@professionalpec.it
005114,comune.viale.at@cert.legalmail.it
005115,viarigi@postemailcertificata.it
005116,comune.vigliano.at@cert.legalmail.it
005117,villafranca.dasti@cert.ruparpiemonte.it
005118,villanova.dasti@cert.ruparpiemonte.it
005119,villa.san.secondo@cert.ruparpiemonte.it
005120,comune.vinchio.at@legalmail.it
005121,comune.montigliomonferrato.at@cert.legalmail.it
006001,acqui.terme@cert.ruparpiemonte.it
006002,albera.ligure@cert.ruparpiemonte.it
006003,comunedialessandria@legalmail.it
006004,alfianonatta@pec.comune.alfianonatta.al.it
006005,comune.alicebelcolle.al@pec.it
006007,altavilla@pec.comune.altavillamonferrato.al.it
006008,alzanoscrivia@pec.it
006009,comune.arquatascrivia.al@legalmail.it
006010,protocollo@pec.comune.avolasca.al.it
006011,balzola@pcert.it
006012,amministrazione-basaluzzo@pec.it
006013,comunebassignana@postecert.it
006014,belfortemonferrato@pecpro.it
006015,bergamasco@pec.comune.bergamasco.al.it
006016,berzano.di.tortona@cert.ruparpiemonte.it
006017,ragioneria@pec.comune.bistagno.al.it
006018,protocollo@cert.comune.borghettodiborbera.al.it
006019,comune.borgoratto@pec.it
006020,protocollo@pec.comune.borgosanmartino.al.it
006021,protocollo@pec.comune.boscomarengo.al.it
006022,comune.bosio.al@legalmail.it
006023,protocollo@pec.comune.bozzole.al.it
006024,segreteria@pec.comune.brignanofrascata.al.it
006025,cabella.ligure@cert.ruparpiemonte.it
006026,protocollo@pec.comune.camagnamonferrato.al.it
006027,camino@pec.comune.camino.al.it
006028,comunecantalupo@pec.it
006029,protocollo@pec.comune.capriatadorba.al.it
006030,protocollo@pec.comune.carbonarascrivia.al.it
006031,carentino@pec.it
006032,protocollo@pec.comune.carezzano.al.it
006033,carpeneto@cert.ruparpiemonte.it
006034,postmaster@pec.comune.carregaligure.al.it
006035,carrosio@cert.ruparpiemonte.it
006036,comune.cartosio.al@pec.it
006037,comune.casalcermelli@pec.it
006038,protocollo@pec.comune.casaleggioboiro.al.it
006039,protocollo@pec.comune.casale-monferrato.al.it
006040,protocollo@pec.comune.casalnoceto.al.it
006041,comune.casasco.al@legalmail.it
006043,protocollo.cassine@cert.ruparpiemonte.it
006044,cassinelle@pcert.it
006045,castellania@cert.ruparpiemonte.it
006046,protocollo@pec.comune.castellarguidobono.al.it
006047,castellazzobormida@legalmail.it
006048,castelletto.derro@pec.it
006049,castorba@actaliscertymail.it
006050,protocollo.castelletto.merli@cert.ruparpiemonte.it
006051,castellettomonferrato@pec.it
006052,comune.castelnuovobormida@pec.it
006053,protocollo@pec.comune.castelnuovoscrivia.al.it
006054,comune.castelspina@pec.it
006055,comune.cavatore@pec.it
006056,cellamonte@pec.comune.cellamonte.al.it
006057,cereseto@pec.comune.cereseto.al.it
006058,protocollo@pec.comune.cerretogrue.al.it
006059,comune.cerrina@pec.it
006060,coniolo@pcert.it
006061,protocollo@pec.comune.conzano.al.it
006062,amministrazione@pec.comune.costavescovato.al.it
006063,comune.cremolino@pec.it
006065,posta@pec.comunedenice.it
006066,protocollo@pec.comune.dernice.al.it
006067,comune@pec.fabbricacurone.it
006068,protocollo@pec.comune.felizzano.al.it
006069,fraconalto@cert.ruparpiemonte.it
006070,protocollo.francavilla.bisio@cert.ruparpiemonte.it
006071,comune.frascaro@legalmail.it
006072,frassinello@pec.comune.frassinellomonferrato.al.it
006073,protocollo@pec.comune.frassinetopo.al.it
006074,protocollo@pec.comune.fresonara.al.it
006075,protocollo.frugarolo@cert.ruparpiemonte.it
006076,area.segreteria@pec.comunedifubine.it
006077,pec@comunegabiano.it
006078,comune.gamalero@legalmail.it
006079,protocollo@pec.comune.garbagna.al.it
006081,ragioneria@pec.comunegavi.it
006082,protocollo@pec.comune.giarole.al.it
006083,protocollo@pec.comune.gremiasco.al.it
006084,grognardo@pcert.it
006085,protocollo@pec.comune.grondona.al.it
006086,protocollo@pec.comune.guazzora.al.it
006087,segreteria@pec.comuneisolasantantonio.al.it
006088,protocollo@pec.comune.lerma.al.it
006090,malvicino@pcert.it
006091,masio@pec.comune.masio.al.it
006092,comune.melazzo.al@pec.it
006093,merana@pcert.it
006094,protocollo@pec.comune.mirabellomonferrato.al.it
006095,info@cert.comune.molare.al.it
006096,molinodeitorti@pec.it
006097,mombellomonferrato@pec.comune.mombellomonferrato.al.it
006098,segreteria@pec.comunemomperone.it
006099,protocollo.moncestino@cert.ruparpiemonte.it
006100,mongiardino.ligure@cert.ruparpiemonte.it
006101,monleale@cert.ruparpiemonte.it
006102,protocollo@pec.comune.montacuto.al.it
006103,montaldeo@cert.ruparpiemonte.it
006104,montaldo.bormida@cert.ruparpiemonte.it
006105,segreteria@pec.comune.montecastello.al.it
006106,montechiaro.dacqui@cert.ruparpiemonte.it
006107,protocollo@pec.comune.montegioco.al.it
006108,montemarzino@cert.ruparpiemonte.it
006109,moranosulpo@pcert.it
006110,comune.morbello@pec.it
006111,mornese@cert.ruparpiemonte.it
006112,comunemorsasco@arubapec.it
006113,murisengo@cert.ruparpiemonte.it
006114,protocollo@pec.comunenoviligure.it
006115,protocollo@pec.comune.occimiano.al.it
006116,odalengo.grande@cert.ruparpiemonte.it
006117,odalengopiccolo@pec.comune.odalengopiccolo.al.it
006118,olivola@pec.comune.olivola.al.it
006119,comune.orsarabormida@pec.it
006120,ottiglio@pec.comune.ottiglio.al.it
006121,posta@pec.comune.ovada.al.it
006122,comune.oviglio@pec.it
006123,ozzanomonferrato@pec.comune.ozzanomonferrato.al.it
006124,comunedipaderna@pec.it
006125,pareto@cert.ruparpiemonte.it
006126,parodi.ligure@cert.ruparpiemonte.it
006127,protocollo@pec.comune.pasturana.al.it
006128,protocollo@pec.comune.pecetto.al.it
006129,info@pec.comune.pietramarazzi.al.it
006131,pomaro.monferrato@cert.ruparpiemonte.it
006132,protocollo@pec.comune.pontecurone.al.it
006133,pontestura@pcert.it
006134,ponti@cert.ruparpiemonte.it
006135,ponzanomonferrato@pec.comune.ponzanomonferrato.al.it
006136,ufficioragioneria@pec.comuneponzone.it
006137,protocollo.pozzol.groppo@cert.ruparpiemonte.it
006138,infopozzolo@legalmail.it
006139,prasco@pcert.it
006140,protocollo@pec.comune.predosa.al.it
006141,protocollo@pec.comune.quargnento.al.it
006142,protocollo@pec.comune.quattordio.al.it
006143,comune.ricaldone@pec.it
006144,comune.rivalta.al@pec.it
006145,segreteria@pec.comune.rivarone.al.it
006146,roccaforte.ligure@cert.ruparpiemonte.it
006147,comuneroccagrimalda@legalmail.it
006148,rocchetta.ligure@mypcert.it
006149,municipio@pec.comune.rosignanomonferrato.al.it
006150,salamonferrato@pec.comune.salamonferrato.al.it
006151,sale@cert.ruparpiemonte.it
006152,protocollo.san.cristoforo@cert.ruparpiemonte.it
006153,sangiorgiomonferrato@pec.comune.sangiorgiomonferrato.al.it
006154,segreteriasansalvatoremonferrato@pcert.postecert.it
006155,responsabilesscurone@postecert.it
006156,info@pec.comune.santagatafossili.al.it
006157,segretariocomunale.sardigliano@cert.ruparpiemonte.it
006158,protocollo@pec.comune.sarezzano.al.it
006159,serralunga.di.crea@cert.ruparpiemonte.it
006160,info@pec.comune.serravalle-scrivia.al.it
006161,comunesezzadio@pec.it
006162,sildor@pec.it
006163,protocollo@pec.comune.solero.al.it
006164,info.comune.solonghello.al@legalmail.it
006165,spigno.monferrato@cert.ruparpiemonte.it
006166,spineto.scrivia@cert.ruparpiemonte.it
006167,protocollo@pec.comune.stazzano.al.it
006168,comune.strevi.al@pec.it
006169,sindacotagliolo@actaliscertymail.it
006170,protocollo@pec.comune.tassarolo.al.it
006171,terruggia@pec.comune.terruggia.al.it
006172,comune.terzo.al@pec.it
006173,protocollo@pec.comune.ticineto.al.it
006174,comune.tortona@pec.it
006175,treville@pec.comune.treville.al.it
006176,trisobbio@cert.ruparpiemonte.it
006177,comune@cert.comune.valenza.al.it
006178,protocollo@pec.comune.valmacca.al.it
006179,protocollo@pec.comune.vignalemonferrato.al.it
006180,protocollo@pec.comune.vignoleborbera.al.it
006181,protocollo@pec.comune.viguzzolo.al.it
006182,villadeati@pec.comune.villadeati.al.it
006183,villalvernia@pcert.it
006184,villamiroglio@cert.ruparpiemonte.it
006185,villanovamonferrato@pcert.it
006186,protocollo@pec.comune.villaromagnano.al.it
006187,visone@pcert.it
006188,volpedo@pcert.it
006189,info@pec.comune.volpeglino.al.it
006190,protocollo@pec.comune.voltaggio.al.it
006191,protocollo.cassano.spinola@cert.ruparpiemonte.it
006192,alluvionipiovera@pcert.it
006193,comune.luecuccaromonferrato.al@legalmail.it
007001,protocollo@pec.comune.allein.ao.it
007002,protocollo@pec.comune.antey-st-andre.ao.it
007003,protocollo@pec.comune.aosta.it
007004,protocollo@pec.comune.arnad.ao.it
007005,protocollo@pec.comune.arvier.ao.it
007006,protocollo@pec.comune.avise.ao.it
007007,protocollo@pec.comune.ayas.ao.it
007008,protocollo@pec.comune.aymavilles.ao.it
007009,protocollo@pec.comune.bard.ao.it
007010,protocollo@pec.comune.bionaz.ao.it
007011,protocollo@pec.comune.brissogne.ao.it
007012,protocollo@pec.comune.brusson.ao.it
007013,protocollo@pec.comune.challand-st-anselme.ao.it
007014,protocollo@pec.comune.challand-st-victor.ao.it
007015,protocollo@pec.comune.chambave.ao.it
007016,protocollo@pec.comune.chamois.ao.it
007017,protocollo@pec.comune.champdepraz.ao.it
007018,protocollo@pec.comune.champorcher.ao.it
007019,protocollo@pec.comune.charvensod.ao.it
007020,protocollo@pec.comune.chatillon.ao.it
007021,protocollo@pec.comune.cogne.ao.it
007022,protocollo@pec.comune.courmayeur.ao.it
007023,protocollo@pec.comune.donnas.ao.it
007024,protocollo@pec.comune.doues.ao.it
007025,protocollo@pec.comune.emarese.ao.it
007026,protocollo@pec.comune.etroubles.ao.it
007027,protocollo@pec.comune.fenis.ao.it
007028,protocollo@pec.comune.fontainemore.ao.it
007029,protocollo@pec.comune.gaby.ao.it
007030,protocollo@pec.comune.gignod.ao.it
007031,protocollo@pec.comune.gressan.ao.it
007032,protocollo@pec.comune.gressoneylatrinite.ao.it
007033,protocollo@pec.comune.gressoneystjean.ao.it
007034,protocollo@pec.comune.hone.ao.it
007035,protocollo@pec.comune.introd.ao.it
007036,protocollo@pec.comune.issime.ao.it
007037,protocollo@pec.comune.issogne.ao.it
007038,protocollo@pec.comune.jovencan.ao.it
007039,protocollo@pec.comune.la-magdeleine.ao.it
007040,protocollo@pec.comune.lasalle.ao.it
007041,protocollo@pec.comune.la-thuile.ao.it
007042,protocollo@pec.comune.lillianes.ao.it
007043,protocollo@pec.comune.montjovet.ao.it
007044,protocollo@pec.comune.morgex.ao.it
007045,protocollo@pec.comune.nus.ao.it
007046,protocollo@pec.comune.ollomont.ao.it
007047,protocollo@pec.comune.oyace.ao.it
007048,protocollo@pec.comune.perloz.ao.it
007049,protocollo@pec.comune.pollein.ao.it
007050,protocollo@pec.comune.pontboset.ao.it
007051,protocollo@pec.comune.pontey.ao.it
007052,protocollo@pec.comune.pontsaintmartin.ao.it
007053,protocollo@pec.comune.pre-saint-didier.ao.it
007054,protocollo@pec.comune.quart.ao.it
007055,protocollo@pec.comune.rhemes-notre-dame.ao.it
007056,protocollo@pec.comune.rhemes-st-georges.ao.it
007057,protocollo@pec.comune.roisan.ao.it
007058,protocollo@pec.comune.saint-christophe.ao.it
007059,protocollo@pec.comune.saintdenis.ao.it
007060,protocollo@pec.comune.saintmarcel.ao.it
007061,protocollo@pec.comune.saint-nicolas.ao.it
